Attack category,Attack subcategory,Protocol,Source IP,Source Port,Destination IP,Destination Port,Attack Name,Attack Reference,.,Time
DoS,Miscellaneous,tcp,175.45.176.0,938384.3976,149.171.126.15,-658608.8024,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927476
Generic, IXIA,tcp,175.45.176.0,939455.044,149.171.126.14,-659386.956,Alt-N_MDaemon_WorldClient_Service_Memory_Corruption_attack,CVE 2008-2631 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d2631)OSVDB 45923 (http://www.osvdb.org/45923)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aN%2fI%3aN%2fA%3aP%29),.,1421927420-1421927429
Exploits,Browser,tcp,175.45.176.0,940525.6905,149.171.126.18,-660165.1095,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927439
Exploits,Browser,tcp,175.45.176.0,941596.3369,149.171.126.18,-660943.2631,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927440
Reconnaissance,HTTP,tcp,175.45.176.0,942666.9833,149.171.126.16,-661721.4167,Domino Web Server Database Access: /doladmin.nsf,-,.,1421927414-1421927423
Exploits,Unix 'r' Service,udp,175.45.176.3,943737.6298,149.171.126.18,-662499.5702,Solaris rwalld Format String Vulnerability,CVE 2002-0573 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0573)BID 4639 (http://www.securityfocus.com/bid/4639)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927415-1421927422
Exploits,Browser,tcp,175.45.176.2,944808.2762,149.171.126.16,-663277.7238,Windows Metafile (WMF) SetAbortProc() Code Execution [009],CVE 2005-4560 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4560)BID 16074 (http://www.securityfocus.com/bid/16074)OSVDB 21987 (http://www.osvdb.org/21987)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927416-1421927423
Exploits,Miscellaneous Batch,tcp,175.45.176.2,945878.9226,149.171.126.16,-664055.8774,HP Data Protector Backup,CVE 2011-1729 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d1729)BID 47638 (http://www.securityfocus.com/bid/47638)OSVDB 72188 (http://www.osvdb.org/72188)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927417-1421927424
Exploits,Cisco IOS ,tcp,175.45.176.2,946949.569,149.171.126.10,-664834.031,Cisco IOS HTTP Authentication Bypass Level 71,CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927418-1421927425
DoS,Miscellaneous,tcp,175.45.176.0,948020.2155,149.171.126.15,-665612.1845,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927461
DoS,Miscellaneous,tcp,175.45.176.0,949090.8619,149.171.126.15,-666390.3381,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927464
Generic, IXIA,tcp,175.45.176.0,950161.5083,149.171.126.14,-667168.4917,Alt-N_MDaemon_WorldClient_Service_Memory_Corruption_attack,CVE 2008-2631 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d2631)OSVDB 45923 (http://www.osvdb.org/45923)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aN%2fI%3aN%2fA%3aP%29),.,1421927420-1421927427
Exploits,Browser,tcp,175.45.176.0,951232.1548,149.171.126.18,-667946.6452,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927435
Exploits,Browser,tcp,175.45.176.0,952302.8012,149.171.126.18,-668724.7988,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927436
Exploits,SCADA,Tcp,175.45.176.3,953373.4476,149.171.126.12,-669502.9524,Mitsubishi EZPcAut260.dll ActiveX Control ESOpen Buffer Overflow,CVE 2014-1641 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2014%2d1641)BPS 2014-0005 (https://strikecenter.bpointsys.com/bps/advisory/BPS-2014%2d0005)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927422-1421927429
Exploits,Browser,tcp,175.45.176.2,954444.094,149.171.126.13,-670281.106,Microsoft Internet Explorer Layouts Handling Memory Corruption,CVE 2011-0094 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0094)MSB MS11-018 (http://www.microsoft.com/technet/security/bulletin/MS11%2d018.mspx)BID 47190 (http://www.securityfocus.com/bid/47190)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927423-1421927430
Exploits,Browser,tcp,175.45.176.1,955514.7405,149.171.126.13,-671059.2595,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927439
Exploits,Browser,tcp,175.45.176.1,956585.3869,149.171.126.13,-671837.4131,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927440
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.3,957656.0333,149.171.126.11,-672615.5667,SunRPC UDP Portmapper GETPORT Request (iostatv2/tcp),-,.,1421927426-1421927433
Reconnaissance,HTTP,tcp,175.45.176.0,958726.6798,149.171.126.16,-673393.7202,Domino Web Server Database Access: /doladmin.nsf,-,.,1421927414-1421927424
Exploits,Unix 'r' Service,udp,175.45.176.3,959797.3262,149.171.126.18,-674171.8738,Solaris rwalld Format String Vulnerability,CVE 2002-0573 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0573)BID 4639 (http://www.securityfocus.com/bid/4639)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927415-1421927423
Exploits,Browser,tcp,175.45.176.2,960867.9726,149.171.126.16,-674950.0274,Windows Metafile (WMF) SetAbortProc() Code Execution [009],CVE 2005-4560 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4560)BID 16074 (http://www.securityfocus.com/bid/16074)OSVDB 21987 (http://www.osvdb.org/21987)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927416-1421927424
Exploits,Miscellaneous Batch,tcp,175.45.176.2,961938.619,149.171.126.16,-675728.181,HP Data Protector Backup,CVE 2011-1729 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d1729)BID 47638 (http://www.securityfocus.com/bid/47638)OSVDB 72188 (http://www.osvdb.org/72188)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927417-1421927425
Exploits,Cisco IOS ,tcp,175.45.176.2,963009.2655,149.171.126.10,-676506.3345,Cisco IOS HTTP Authentication Bypass Level 72,CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927418-1421927426
DoS,Miscellaneous,tcp,175.45.176.0,964079.9119,149.171.126.15,-677284.4881,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927467
DoS,Miscellaneous,tcp,175.45.176.0,965150.5583,149.171.126.15,-678062.6417,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927470
Generic, IXIA,tcp,175.45.176.0,966221.2048,149.171.126.14,-678840.7952,Alt-N_MDaemon_WorldClient_Service_Memory_Corruption_attack,CVE 2008-2631 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d2631)OSVDB 45923 (http://www.osvdb.org/45923)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aN%2fI%3aN%2fA%3aP%29),.,1421927420-1421927428
Exploits,Browser,tcp,175.45.176.0,967291.8512,149.171.126.18,-679618.9488,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927437
Exploits,Browser,tcp,175.45.176.0,968362.4976,149.171.126.18,-680397.1024,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927438
Exploits,SCADA,Tcp,175.45.176.3,969433.144,149.171.126.12,-681175.256,Mitsubishi EZPcAut260.dll ActiveX Control ESOpen Buffer Overflow,CVE 2014-1641 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2014%2d1641)BPS 2014-0005 (https://strikecenter.bpointsys.com/bps/advisory/BPS-2014%2d0005)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927422-1421927430
Exploits,Browser,tcp,175.45.176.2,970503.7905,149.171.126.13,-681953.4095,Microsoft Internet Explorer Layouts Handling Memory Corruption,CVE 2011-0094 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0094)MSB MS11-018 (http://www.microsoft.com/technet/security/bulletin/MS11%2d018.mspx)BID 47190 (http://www.securityfocus.com/bid/47190)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927423-1421927431
Exploits,Browser,tcp,175.45.176.1,971574.4369,149.171.126.13,-682731.5631,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927441
Exploits,Browser,tcp,175.45.176.1,972645.0833,149.171.126.13,-683509.7167,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927442
Reconnaissance,HTTP,tcp,175.45.176.0,973715.7298,149.171.126.16,-684287.8702,Domino Web Server Database Access: /doladmin.nsf,-,.,1421927414-1421927424
Exploits,Unix 'r' Service,udp,175.45.176.3,974786.3762,149.171.126.18,-685066.0238,Solaris rwalld Format String Vulnerability,CVE 2002-0573 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0573)BID 4639 (http://www.securityfocus.com/bid/4639)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927415-1421927423
Exploits,Browser,tcp,175.45.176.2,975857.0226,149.171.126.16,-685844.1774,Windows Metafile (WMF) SetAbortProc() Code Execution [009],CVE 2005-4560 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4560)BID 16074 (http://www.securityfocus.com/bid/16074)OSVDB 21987 (http://www.osvdb.org/21987)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927416-1421927424
Exploits,Miscellaneous Batch,tcp,175.45.176.2,976927.669,149.171.126.16,-686622.331,HP Data Protector Backup,CVE 2011-1729 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d1729)BID 47638 (http://www.securityfocus.com/bid/47638)OSVDB 72188 (http://www.osvdb.org/72188)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927417-1421927425
Exploits,Cisco IOS ,tcp,175.45.176.2,977998.3155,149.171.126.10,-687400.4845,Cisco IOS HTTP Authentication Bypass Level 72,CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927418-1421927426
DoS,Miscellaneous,tcp,175.45.176.0,979068.9619,149.171.126.15,-688178.6381,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927467
DoS,Miscellaneous,tcp,175.45.176.0,980139.6083,149.171.126.15,-688956.7917,Cisco DCP2100 SADownStartingFrequency Denial of Service,http://www.exploit-db.com/exploits/21523/ (http%3a%2f%2fwww.exploit%2ddb.com%2fexploits%2f21523%2f)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.8%20%28AV%3aN%2fAC%3aL%2fAU%3aN%2fC%3aN%2fI%3aN%2fA%3aC%29),.,1421927419-1421927470
Generic, IXIA,tcp,175.45.176.0,981210.2548,149.171.126.14,-689734.9452,Alt-N_MDaemon_WorldClient_Service_Memory_Corruption_attack,CVE 2008-2631 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2008%2d2631)OSVDB 45923 (http://www.osvdb.org/45923)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aN%2fI%3aN%2fA%3aP%29),.,1421927420-1421927428
Exploits,Browser,tcp,175.45.176.0,982280.9012,149.171.126.18,-690513.0988,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927437
Exploits,Browser,tcp,175.45.176.0,983351.5476,149.171.126.18,-691291.2524,Microsoft Internet Explorer Frameset Memory Corruption,CVE 2006-3637 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2006%2d3637)BID 18227 (http://www.securityfocus.com/bid/18227)OSVDB 27853 (http://www.osvdb.org/27853)CVSS-Moderate (https://strikecenter.bpointsys.com/bps/reference/CVSS/5.1%20%28AV%3aN%2fAC%3aH%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927421-1421927438
Exploits,SCADA,Tcp,175.45.176.3,984422.194,149.171.126.12,-692069.406,Mitsubishi EZPcAut260.dll ActiveX Control ESOpen Buffer Overflow,CVE 2014-1641 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2014%2d1641)BPS 2014-0005 (https://strikecenter.bpointsys.com/bps/advisory/BPS-2014%2d0005)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927422-1421927430
Exploits,Browser,tcp,175.45.176.2,985492.8405,149.171.126.13,-692847.5595,Microsoft Internet Explorer Layouts Handling Memory Corruption,CVE 2011-0094 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d0094)MSB MS11-018 (http://www.microsoft.com/technet/security/bulletin/MS11%2d018.mspx)BID 47190 (http://www.securityfocus.com/bid/47190)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927423-1421927431
Exploits,Browser,tcp,175.45.176.1,986563.4869,149.171.126.13,-693625.7131,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927441
Exploits,Browser,tcp,175.45.176.1,987634.1333,149.171.126.13,-694403.8667,Microsoft Internet Explorer ActiveX Arbitrary Command Execution,CVE 2003-0838 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2003%2d0838)MSB MS03-040 (http://www.microsoft.com/technet/security/bulletin/MS03%2d040.mspx)BID 8556 (http://www.securityfocus.com/bid/8556)OSVDB 7872 (http://www.osvdb.org/7872)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927425-1421927442
Reconnaissance,SunRPC Portmapper (UDP) TCP Service,udp,175.45.176.3,988704.7798,149.171.126.11,-695182.0202,SunRPC UDP Portmapper GETPORT Request (iostatv2/tcp),-,.,1421927426-1421927434
Reconnaissance,HTTP,tcp,175.45.176.0,989775.4262,149.171.126.16,-695960.1738,Domino Web Server Database Access: /doladmin.nsf,-,.,1421927414-1421927425
Exploits,Unix 'r' Service,udp,175.45.176.3,990846.0726,149.171.126.18,-696738.3274,Solaris rwalld Format String Vulnerability,CVE 2002-0573 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0573)BID 4639 (http://www.securityfocus.com/bid/4639)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927415-1421927424
Exploits,Browser,tcp,175.45.176.2,991916.719,149.171.126.16,-697516.481,Windows Metafile (WMF) SetAbortProc() Code Execution [009],CVE 2005-4560 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2005%2d4560)BID 16074 (http://www.securityfocus.com/bid/16074)OSVDB 21987 (http://www.osvdb.org/21987)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927416-1421927425
Exploits,Miscellaneous Batch,tcp,175.45.176.2,992987.3655,149.171.126.16,-698294.6345,HP Data Protector Backup,CVE 2011-1729 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2011%2d1729)BID 47638 (http://www.securityfocus.com/bid/47638)OSVDB 72188 (http://www.osvdb.org/72188)CVSS-Critical (https://strikecenter.bpointsys.com/bps/reference/CVSS/10.0%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927417-1421927426
Exploits,Cisco IOS ,tcp,175.45.176.2,994058.0119,149.171.126.10,-699072.7881,Cisco IOS HTTP Authentication Bypass Level 73,CVE 2001-0537 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2001%2d0537)BID 2936 (http://www.securityfocus.com/bid/2936)OSVDB 578 (http://www.osvdb.org/578)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/9.3%20%28AV%3aN%2fAC%3aM%2fAu%3aN%2fC%3aC%2fI%3aC%2fA%3aC%29),.,1421927418-1421927427
Reconnaissance,HTTP,tcp,175.45.176.0,995128.6583,149.171.126.16,-699850.9417,Domino Web Server Database Access: /doladmin.nsf,-,.,1421927414-1421927424
Exploits,Unix 'r' Service,udp,175.45.176.3,996199.3048,149.171.126.18,-700629.0952,Solaris rwalld Format String Vulnerability,CVE 2002-0573 (http://cve.mitre.org/cgi-bin/cvename.cgi?name=2002%2d0573)BID 4639 (http://www.securityfocus.com/bid/4639)CVSS-High (https://strikecenter.bpointsys.com/bps/reference/CVSS/7.5%20%28AV%3aN%2fAC%3aL%2fAu%3aN%2fC%3aP%2fI%3aP%2fA%3aP%29),.,1421927415-1421927423
